airline_sentiment,text
0,americanair british airways trying speak agent flight london tonight get anyone aa help
0,americanair oh already turned itover apparently losing someones bag honeymoon require accountability
0,americanair trying reach customer service two days received zero response never traveling aa
0,americanair hours get backs back sat plane hours flight cancelled flightled one small drink
0,americanair cnn nbsnewsr cnnbrk except working americanair youve done nothing help
1,americanair need help reservation follow dm details thanks
0,americanair need look handling flight company size protocols place help
0,americanair literally stopped allowing people wait line customer service incredible worst customer service
0,americanair official complaints signed americanairlines lima supervisor customer relations pls compensate hour delay
0,americanair need rebook get agent help
0,americanair back uk thanks staff passengers stranded laughed us
0,americanair followed tried usairways record locator number gave error code
0,americanair well let handle reservation change online amp reservation call hangs wtf bullshit
2,americanair yay thanks appreciate help know nuts right cold ice
0,americanair received email requesting call res keep getting kicked phone system help
1,americanair need help changing flight please dm
0,americanair flight cancelled flightled trying reschedule number says call back
1,americanair us air points combined
0,americanair feel free email mikehertz gmail com worry going anywhere damn tarmac bit
1,americanair research buddy read previous tweets get context
0,americanair said thing phrased differently actual help
0,americanair plane toilet working needed gas flight leaving dulles going lax
0,americanair finding bc united rebooked us airline realized get us home ord
1,americanair time cancelled flightled
2,americanair thank
0,americanair boarded flight still sitting runway lots fun
0,americanair funny say monitoring since january st change availability fakeawards luvisbetter
1,americanair done
1,americanair would possible change flight website many thanks
0,americanair flight home cancelled flightled today way get another flight nyc texas hour wait call back airline
0,americanair justynmoro totally agree get automatic phone attendent goes hangs lousy service
1,americanair receipt show evoucher value mention used evoucher
0,americanair trying call reservations desk past hours get expected
0,americanair customer service terrible waiting weeks reply email helpful keep brushing problems
0,americanair taken care already come expect level horrible service time time
0,americanair given callback option service turned
0,americanair flying today mty mex still appear cancelled flight talk another flight
